,edge_list
1362,"V79,V96"
1363,"V79,V97"
1364,"V79,V102"
1365,"V79,V104"
1366,"V79,V106"
1367,"V79,V111"
1368,"V79,V112"
1369,"V79,V113"
1370,"V79,V114"
1371,"V79,V118"
1372,"V79,V120"
1373,"V79,V122"
1374,"V79,V123"
1375,"V79,V124"
1376,"V80,V85"
1377,"V80,V88"
1378,"V80,V90"
1379,"V80,V91"
1380,"V80,V93"
1381,"V80,V97"
1382,"V80,V99"
1383,"V80,V103"
1384,"V80,V105"
1385,"V80,V107"
1386,"V80,V108"
1387,"V80,V111"
1388,"V80,V117"
1389,"V80,V120"
1390,"V80,V123"
1391,"V80,V124"
1392,"V80,V127"
1393,"V81,V83"
1394,"V81,V86"
1395,"V81,V87"
1396,"V81,V88"
1397,"V81,V95"
1398,"V81,V97"
1399,"V81,V98"
1400,"V81,V101"
1401,"V81,V104"
1402,"V81,V105"
1403,"V81,V106"
1404,"V81,V109"
1405,"V81,V111"
1406,"V81,V113"
1407,"V81,V117"
1408,"V81,V126"
1409,"V82,V84"
1410,"V82,V90"
1411,"V82,V93"
1412,"V82,V94"
1413,"V82,V98"
1414,"V82,V102"
1415,"V82,V106"
1416,"V82,V110"
1417,"V82,V116"
1418,"V82,V118"
1419,"V82,V119"
1420,"V82,V126"
1421,"V82,V127"
1422,"V83,V84"
1423,"V83,V91"
1424,"V83,V95"
1425,"V83,V96"
1426,"V83,V98"
1427,"V83,V100"
1428,"V83,V101"
1429,"V83,V102"
1430,"V83,V105"
1431,"V83,V107"
1432,"V83,V109"
1433,"V83,V115"
1434,"V83,V118"
1435,"V83,V121"
1436,"V83,V124"
1437,"V83,V126"
1438,"V83,V127"
1439,"V84,V97"
1440,"V84,V98"
1441,"V84,V100"
1442,"V84,V101"
1443,"V84,V103"
1444,"V84,V106"
1445,"V84,V108"
1446,"V84,V109"
1447,"V84,V111"
1448,"V84,V112"
1449,"V84,V113"
1450,"V84,V114"
1451,"V84,V120"
1452,"V84,V122"
1453,"V84,V123"
1454,"V84,V124"
1455,"V84,V125"
1456,"V85,V87"
1457,"V85,V88"
1458,"V85,V89"
1459,"V85,V90"
1460,"V85,V91"
1461,"V85,V92"
1462,"V85,V98"
1463,"V85,V106"
1464,"V85,V109"
1465,"V85,V111"
1466,"V85,V114"
1467,"V85,V117"
1468,"V85,V119"
1469,"V85,V122"
1470,"V85,V125"
1471,"V85,V126"
1472,"V86,V90"
1473,"V86,V98"
1474,"V86,V100"
1475,"V86,V101"
1476,"V86,V102"
1477,"V86,V106"
1478,"V86,V107"
1479,"V86,V108"
1480,"V86,V111"
1481,"V86,V119"
1482,"V86,V121"
1483,"V86,V123"
1484,"V86,V124"
1485,"V86,V127"
1486,"V87,V91"
1487,"V87,V92"
1488,"V87,V96"
1489,"V87,V101"
1490,"V87,V105"
1491,"V87,V106"
1492,"V87,V110"
1493,"V87,V113"
1494,"V87,V117"
1495,"V87,V118"
1496,"V87,V120"
1497,"V87,V121"
1498,"V88,V90"
1499,"V88,V91"
1500,"V88,V92"
1501,"V88,V95"
1502,"V88,V96"
1503,"V88,V98"
1504,"V88,V101"
1505,"V88,V104"
1506,"V88,V107"
1507,"V88,V108"
1508,"V88,V110"
1509,"V88,V111"
1510,"V88,V112"
1511,"V88,V116"
1512,"V88,V120"
1513,"V88,V121"
1514,"V88,V123"
1515,"V88,V127"
1516,"V89,V91"
1517,"V89,V93"
1518,"V89,V94"
1519,"V89,V95"
1520,"V89,V97"
1521,"V89,V107"
1522,"V89,V108"
1523,"V89,V111"
1524,"V89,V114"
1525,"V89,V120"
1526,"V89,V123"
1527,"V90,V92"
1528,"V90,V93"
1529,"V90,V95"
1530,"V90,V96"
1531,"V90,V97"
1532,"V90,V98"
1533,"V90,V100"
1534,"V90,V103"
1535,"V90,V105"
1536,"V90,V110"
1537,"V90,V112"
1538,"V90,V114"
1539,"V90,V118"
1540,"V90,V121"
1541,"V90,V127"
1542,"V91,V92"
1543,"V91,V93"
1544,"V91,V95"
1545,"V91,V96"
1546,"V91,V97"
1547,"V91,V99"
1548,"V91,V100"
1549,"V91,V105"
1550,"V91,V106"
1551,"V91,V108"
1552,"V91,V109"
1553,"V91,V111"
1554,"V91,V113"
1555,"V91,V115"
1556,"V91,V116"
1557,"V91,V117"
1558,"V91,V121"
1559,"V91,V124"
1560,"V91,V125"
1561,"V92,V94"
1562,"V92,V99"
1563,"V92,V101"
1564,"V92,V103"
1565,"V92,V106"
1566,"V92,V107"
1567,"V92,V108"
1568,"V92,V109"
1569,"V92,V113"
1570,"V92,V114"
1571,"V92,V117"
1572,"V92,V120"
1573,"V92,V122"
1574,"V93,V95"
1575,"V93,V96"
1576,"V93,V98"
1577,"V93,V101"
1578,"V93,V106"
1579,"V93,V107"
1580,"V93,V109"
1581,"V93,V111"
1582,"V93,V114"
1583,"V93,V118"
1584,"V93,V119"
1585,"V93,V122"
1586,"V93,V123"
1587,"V93,V124"
1588,"V93,V126"
1589,"V94,V96"
1590,"V94,V97"
1591,"V94,V103"
1592,"V94,V105"
1593,"V94,V106"
1594,"V94,V107"
1595,"V94,V115"
1596,"V94,V116"
1597,"V94,V118"
1598,"V94,V122"
1599,"V94,V124"
1600,"V94,V125"
1601,"V94,V126"
1602,"V95,V97"
1603,"V95,V98"
1604,"V95,V99"
1605,"V95,V100"
1606,"V95,V101"
1607,"V95,V111"
1608,"V95,V114"
1609,"V95,V115"
1610,"V95,V118"
1611,"V95,V119"
1612,"V95,V120"
1613,"V95,V121"
1614,"V95,V122"
1615,"V95,V123"
1616,"V95,V126"
1617,"V95,V127"
1618,"V96,V100"
1619,"V96,V101"
1620,"V96,V102"
1621,"V96,V105"
1622,"V96,V107"
1623,"V96,V109"
1624,"V96,V112"
1625,"V96,V114"
1626,"V96,V115"
1627,"V96,V116"
1628,"V97,V102"
1629,"V97,V103"
1630,"V97,V104"
1631,"V97,V108"
1632,"V97,V109"
1633,"V97,V112"
1634,"V97,V114"
1635,"V97,V115"
1636,"V97,V118"
1637,"V97,V121"
1638,"V97,V123"
1639,"V98,V99"
1640,"V98,V102"
1641,"V98,V103"
1642,"V98,V104"
1643,"V98,V106"
1644,"V98,V107"
1645,"V98,V114"
1646,"V98,V124"
1647,"V98,V125"
1648,"V98,V127"
1649,"V99,V104"
1650,"V99,V106"
1651,"V99,V111"
1652,"V99,V112"
1653,"V99,V114"
1654,"V99,V116"
1655,"V99,V118"
1656,"V99,V121"
1657,"V99,V123"
1658,"V99,V125"
1659,"V99,V127"
1660,"V100,V101"
1661,"V100,V102"
1662,"V100,V104"
1663,"V100,V105"
1664,"V100,V106"
1665,"V100,V107"
1666,"V100,V109"
1667,"V100,V110"
1668,"V100,V112"
1669,"V100,V114"
1670,"V100,V121"
1671,"V100,V124"
1672,"V100,V126"
1673,"V101,V105"
1674,"V101,V106"
1675,"V101,V109"
1676,"V101,V110"
1677,"V101,V111"
1678,"V101,V114"
1679,"V101,V117"
1680,"V101,V119"
1681,"V101,V124"
1682,"V101,V125"
1683,"V101,V127"
1684,"V102,V103"
1685,"V102,V105"
1686,"V102,V109"
1687,"V102,V110"
1688,"V102,V111"
1689,"V102,V112"
1690,"V102,V113"
1691,"V102,V114"
1692,"V102,V116"
1693,"V102,V119"
1694,"V102,V123"
1695,"V102,V124"
1696,"V103,V105"
1697,"V103,V106"
1698,"V103,V107"
1699,"V103,V108"
1700,"V103,V111"
1701,"V103,V112"
1702,"V103,V114"
1703,"V103,V115"
1704,"V103,V116"
1705,"V103,V119"
1706,"V103,V120"
1707,"V103,V121"
1708,"V103,V123"
1709,"V103,V125"
1710,"V104,V105"
1711,"V104,V109"
1712,"V104,V113"
1713,"V104,V120"
1714,"V104,V121"
1715,"V104,V125"
1716,"V104,V126"
1717,"V104,V127"
1718,"V105,V106"
1719,"V105,V109"
1720,"V105,V111"
1721,"V105,V115"
1722,"V105,V117"
1723,"V105,V118"
1724,"V105,V119"
1725,"V105,V120"
1726,"V105,V123"
1727,"V105,V124"
1728,"V105,V126"
1729,"V105,V127"
1730,"V106,V107"
1731,"V106,V109"
1732,"V106,V114"
1733,"V106,V119"
1734,"V106,V120"
1735,"V106,V123"
1736,"V106,V125"
1737,"V106,V126"
1738,"V106,V127"
1739,"V107,V109"
1740,"V107,V110"
1741,"V107,V111"
1742,"V107,V114"
1743,"V107,V115"
1744,"V107,V117"
1745,"V107,V118"
1746,"V107,V123"
1747,"V107,V126"
1748,"V108,V109"
1749,"V108,V111"
1750,"V108,V115"
1751,"V108,V117"
1752,"V108,V121"
1753,"V109,V110"
1754,"V109,V111"
1755,"V109,V113"
1756,"V109,V116"
1757,"V109,V118"
1758,"V109,V121"
1759,"V109,V122"
1760,"V109,V124"
1761,"V109,V125"
1762,"V109,V126"
1763,"V109,V127"
1764,"V110,V112"
1765,"V110,V113"
1766,"V110,V117"
1767,"V110,V118"
1768,"V110,V119"
1769,"V110,V120"
1770,"V110,V125"
1771,"V111,V113"
1772,"V111,V114"
1773,"V111,V120"
1774,"V111,V122"
1775,"V111,V123"
1776,"V111,V127"
1777,"V112,V114"
1778,"V112,V115"
1779,"V112,V116"
1780,"V112,V118"
1781,"V112,V122"
1782,"V112,V123"
1783,"V112,V124"
1784,"V112,V125"
1785,"V112,V126"
1786,"V112,V127"
1787,"V113,V115"
1788,"V113,V116"
1789,"V113,V117"
1790,"V113,V120"
1791,"V113,V124"
1792,"V114,V116"
1793,"V114,V118"
1794,"V114,V120"
1795,"V114,V122"
1796,"V114,V124"
1797,"V114,V126"
1798,"V115,V120"
1799,"V115,V121"
1800,"V115,V123"
1801,"V115,V125"
1802,"V116,V117"
1803,"V116,V119"
1804,"V116,V123"
1805,"V116,V126"
1806,"V116,V127"
1807,"V117,V118"
1808,"V117,V119"
1809,"V117,V122"
1810,"V117,V125"
1811,"V117,V127"
1812,"V118,V120"
1813,"V118,V123"
1814,"V118,V125"
1815,"V119,V121"
1816,"V119,V122"
1817,"V119,V124"
1818,"V119,V125"
1819,"V120,V121"
1820,"V120,V122"
1821,"V120,V124"
1822,"V120,V125"
1823,"V121,V125"
1824,"V122,V123"
1825,"V122,V126"
1826,"V124,V125"
1827,"V124,V126"
1828,"V124,V127"
1829,"V125,V127"
